,name,fulladdr,municipality,agency,agencytype,phone,agencyurl,operhours,Instructions,status,drive_through,appt_only,referral_required,services_offered_onsite,call_first,virtual_screening,health_dept_url,State,county,type_of_test,facility_type
6296,Novant Health GoHealth Urgent Care - Mint Hill South,"11300 Cresthill Drive, Suite 120",Mint Hill,Novant Health,Private,1-877-9NOVANT,https://www.novanthealth.org/home/services/urgent--walk-in-care/novant-health-gohealth-urgent-care,"Monday to Friday, 8 a.m. to 8 p.m., and weekends 9 a.m. to 5 p.m.","If you are concerned about coronavirus symptoms and don't have a primary care doctor, call our helpline to determine your next steps.",Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Mecklenburg,molecular,Urgent Care
6297,Novant Health GoHealth Urgent Care - Steele Creek,"13129 South Tryon Street, Suite 120",Charlotte,Novant Health,Private,1-877-9NOVANT,https://www.novanthealth.org/home/services/urgent--walk-in-care/novant-health-gohealth-urgent-care,"Monday to Friday, 8 a.m. to 8 p.m., and weekends 9 a.m. to 5 p.m.","If you are concerned about coronavirus symptoms and don't have a primary care doctor, call our helpline to determine your next steps.",Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Mecklenburg,molecular,Urgent Care
6298,Novant Health GoHealthUrgent Care - Jetton,"19485 Old Jetton Road, Suite 100",Cornelius,Novant Health,Private,1-877-9NOVANT,https://www.novanthealth.org/home/services/urgent--walk-in-care/novant-health-gohealth-urgent-care,"Monday to Friday, 8 a.m. to 8 p.m., and weekends 9 a.m. to 5 p.m.","If you are concerned about coronavirus symptoms and don't have a primary care doctor, call our helpline to determine your next steps.",Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Mecklenburg,molecular,Urgent Care
6299,Novant Health GoHealthUrgent Care - Quail Hollow,8450 Park Road,Charlotte,Novant Health,Private,1-877-9NOVANT,https://www.novanthealth.org/home/services/urgent--walk-in-care/novant-health-gohealth-urgent-care,"Monday to Friday, 8 a.m. to 8 p.m., and weekends 9 a.m. to 5 p.m.","If you are concerned about coronavirus symptoms and don't have a primary care doctor, call our helpline to determine your next steps.",Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Mecklenburg,molecular,Urgent Care
6300,Novant Health GoHealthUrgent Care - Waverly,11840 Southmore Drive,Charlotte,Novant Health,Private,1-877-9NOVANT,https://www.novanthealth.org/home/services/urgent--walk-in-care/novant-health-gohealth-urgent-care,"Monday to Friday, 8 a.m. to 8 p.m., and weekends 9 a.m. to 5 p.m.","If you are concerned about coronavirus symptoms and don't have a primary care doctor, call our helpline to determine your next steps.",Open,No,Yes,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Mecklenburg,molecular,Urgent Care
6301,Novant Health OB/GYN Urgent Care - Carmel,"6331 Carmel Road, Suite 102",Charlotte,Novant Health,Private,1-877-9NOVANT,https://www.novanthealth.org/home/services/urgent--walk-in-care/novant-health-gohealth-urgent-care,"Monday to Friday, 8 a.m. to 8 p.m., and weekends 9 a.m. to 5 p.m.","If you are concerned about coronavirus symptoms and don't have a primary care doctor, call our helpline to determine your next steps.",Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Mecklenburg,molecular,Urgent Care
6302,StarMed Family Practice and Urgent Care,4001 Tuckaseegee Rd,Charlotte,Starmed,Private,704-225-6288,https://starmed.care/,,Call or book a virtual appointment online,Open,Yes,Yes,No,screening and testing,Yes,Required,https://covid19.ncdhhs.gov/,NC,Mecklenburg,molecular and antibody,Urgent Care
6303,StarMed Family Practice and Urgent Care,5344 Central Avenue,Charlotte,,Private,704-533-9600,https://starmed.care/,,Call the office or fill out the online assessment tool for a virtual appointment.,Open,Yes,Yes,,screening and testing,Yes,Required,https://covid19.ncdhhs.gov/,NC,Mecklenburg,molecular and antibody,Urgent Care
6304,Bakersville Community Health Center,86 N Mitchell Ave,Bakersville,Mountain Community Health Partnership,Non Profit,828 688-2104,https://www.mchp.care/cov,,"If you are experiencing cough, shortness of breath or a fever and wish to be evaluated at a MCHP clinic, we are now offering a phone triage service. This will allow us to better manage respiratory illnesses in our community and reduce transmission between patients.",Open,,Yes,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Mitchell,molecular,Clinic
6305,Spruce Pine Health Center,"36 Hospital Drive, Spruce Pine, NC",Spruce Pine,Mountain Community Health Partnership,Non Profit,828-766-7778,https://www.mchp.care/cov,Monday-Friday 8 am – 5 pm,,Open,,Yes,,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Mitchell,molecular,Clinic
6306,Montgomery County Health Department,217 South Main St.,Troy,Montgomery County Health Department,County,(910) 572-1393,http://www.montgomerycountync.com/departments/health-department/health-info/2019-novel-coronavirus-2019-ncov,2pm-6pm Mondays only,"Drive-thru testing is available in Montgomery County. Each Town will offer drive-thru testing one day of the week. Please contact your local Town Hall to schedule an appointment. An appointment is required to get tested. Before arriving, please complete the Drive-Thru Testing Form (Espanol).

Mondays - Troy
Tuesdays - Biscoe
Wednesdays - Candor
Thursdays - Mt. Gilead
Fridays - Star",Open,Yes,Yes,No,screening and testing,,No,https://covid19.ncdhhs.gov/,NC,Montgomery,molecular,Outdoor
6307,FirstHealth Convenient Care - Pinehurst,150 Ivey Lane,Pinehurst,FirstHealth of the Carolinas,Non Profit,(910) 215-5200,https://www.firsthealth.org/lifestyle/news-events/2020/3/coronavirus-resources,"Monday - Sunday, 8 a.m. to 8 p.m.",,Open,,Yes,No,screening and testing,,Available,https://covid19.ncdhhs.gov/,NC,Moore,molecular,Urgent Care
6308,FirstHealth Convenient Care - Whispering Pines,7473-C Hwy 22,Whispering Pines,FirstHealth of the Carolinas,Non Profit,(910) 215-5100,https://www.firsthealth.org/lifestyle/news-events/2020/3/coronavirus-resources,"Monday - Sunday, 8 a.m. to 8 p.m.",,Open,,Yes,No,screening and testing,,Available,https://covid19.ncdhhs.gov/,NC,Moore,molecular,Urgent Care
6309,MEDAC Urgent Care - Porters Neck,8115 Market Street,Wilmington,,,(910) 686-1972,https://www.medachealth.com/updates/,7 days a week from 8:00 AM – 8:00 PM,"Medac Urgent Care offers testing for the active COVID-19 infection and COVID-19 antibody testing. For either test, samples are sent to a commercial laboratory and results are usually received within two days.",Open,No,Yes,,screening and testing,,Available,https://covid19.ncdhhs.gov/,NC,New Hanover,molecular and antibody,Urgent Care
6310,MEDAC Urgent Care - Military Cutoff,1442 Military Cutoff Rd,Wilmington,,,(910) 256-6088,https://www.medachealth.com/updates/,7 days a week from 8:00 AM – 8:00 PM,"Medac Urgent Care offers testing for the active COVID-19 infection and COVID-19 antibody testing. For either test, samples are sent to a commercial laboratory and results are usually received within two days.",Open,No,Yes,,screening and testing,,Available,https://covid19.ncdhhs.gov/,NC,New Hanover,molecular and antibody,Urgent Care
6311,MEDAC Urgent Care -Shipyard,4402 Shipyard Boulevard,Wilmington,,,(910) 452-7000,https://www.medachealth.com/updates/,7 days a week from 8:00 AM – 8:00 PM,"Medac Urgent Care offers testing for the active COVID-19 infection and COVID-19 antibody testing. For either test, samples are sent to a commercial laboratory and results are usually received within two days.",Open,No,Yes,,screening and testing,,Available,https://covid19.ncdhhs.gov/,NC,New Hanover,molecular and antibody,Urgent Care
6312,New Hanover County Public Health COVID-19 Collection Site,"710 N Front St, Wilmington, NC 28401",Wilmington,,,910-798-6800,https://health.nhcgov.com/your-environment/public-health/coronavirus/screening-testing/,"Wednesday through Friday, beginning at 1 p.m. each day",Residents who are currently experiencing COVID-19 symptoms can call the Coronavirus Call Center at 910-798-6800 to be screened by a Public Health nurse. Interpreters will be available. Those who meet the criteria will then be referred to the county’s drive-through diagnostic testing site at a designated day and time.,Open,,Yes,,screening and testing,Yes,Required,https://covid19.ncdhhs.gov/,NC,New Hanover,molecular,Clinic
6313,Wilmington Health,"1802 S. 17th Street, Wilmington, NC 28401",Porters Neck,,,(910)-341-3400,www.wilmingtonhealth.com/coronavirus-defense,Monday - Friday 8:00 a.m. - 4:30 p.m.,"Wilmington Health is now offering drive-through COVID-19 swab testing at our Open Air sites at our 1802 S. 17th Street, Porters Neck, and Jacksonville locations.",Open,Yes,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,New Hanover,molecular,Clinic
6314,Coastal Carolina Medical Associates,2420 Henderson Drive,Jacksonville,,Private,910-937-0008,https://www.ccimpa.com/,,Call the office for an appointment. Following current NCDHHS testing guidelines,Open,,Yes,,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Onslow,molecular,Clinic
6315,Drive IV Hydration and MedSpa,3280 Henderson Drive,Jacksonville,DriveIV,Private,910-548-2818,https://www.driveiv.com/covid-19-testing/,Open Daily 8:00am – 8:00pm,Go to website & register for a telehealth visit to get a testing order.,Open,Yes,Yes,No,screening and testing,Yes,Required,https://covid19.ncdhhs.gov/,NC,Onslow,molecular and antibody,Clinic
6316,Eastern Carolina Medical Associates,25 Office Park. Dr.,Jacksonville,,Private,910-370-1411,https://www.ecmapractice.com/,,Call the office for an appointment,Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Onslow,molecular,Clinic
6317,Goshen Medical Center - New River,1200 Harget Street,Jacksonville,Goshen Medical Center,Non Profit,910-219-1082,http://www.goshenmedical.org/jacksonville.html,Monday to Thursday 7:45 am to 5:15 pm Friday 8 am to 2 pm,Call the office for an appointment,Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Onslow,molecular,Clinic
6318,Holly Ridge Healthcare,119 Holly Street,Jacksonville,,Private,910-329-1707,http://www.hollyridgehealthcare.com/contact.html,Monday - Thursday: 8am- 5pm Friday: 8am- 12pm,Call the office for an appointment,Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Onslow,molecular,Clinic
6319,Med First Jacksonville,1899 North Marine Blvd,Jacksonville,Med First Primary and Urgent Care,Private,910-937-7200,https://www.thinkmedfirst.com/,Monday-Friday 8:00am-6:00pm,"To schedule an appointment, please call your local Med First clinic or request an appointment online.",Open,No,Yes,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Onslow,antibody,Urgent Care
6320,Med First Richlands,154 Beaulaville Hwy,Richlands,Med First Primary and Urgent Care,Private,910-324-9935,https://www.thinkmedfirst.com/,"Monday, Tuesday, Wednesday, Friday 8:00am-5:00pm; Thursday 8:00am-12:00pm; Saturday 8:00am-2:00pm","To schedule an appointment, please call your local Med First clinic or request an appointment online.",Open,No,Yes,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Onslow,antibody,Urgent Care
6321,Med First Sneads Ferry,"200 Cape Fear Cir, Suite 1",Sneads Ferry,Med First Primary and Urgent Care,Private,910-327-2277,https://www.thinkmedfirst.com/,Monday-Friday 8:00am-5:00pm,"To schedule an appointment, please call your local Med First clinic or request an appointment online.",Open,No,Yes,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Onslow,antibody,Urgent Care
6322,Med First Southwest Jacksonville,609 Richlands Hwy. Suite 6,Jacksonville,Med First Primary and Urgent Care,Private,910-455-7888,https://www.thinkmedfirst.com/,Monday-Thursday 8:00am-7:00pm; Friday 8:00am-2:00pm,"To schedule an appointment, please call your local Med First clinic or request an appointment online.",Open,No,Yes,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Onslow,antibody,Urgent Care
6323,Med First Swansboro,718 W Corbett Ave,Swansboro,Med First Primary and Urgent Care,Private,910-326-5588,https://www.thinkmedfirst.com/,"Monday, Tuesday, Wednesday, Friday 7:00am-5:00pm; Thursday 7:00am-2:00pm; Saturday 8:00am-5:00pm","To schedule an appointment, please call your local Med First clinic or request an appointment online.",Open,No,Yes,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Onslow,antibody,Urgent Care
6324,New Hanover Medical Group- Jacksonville,2000 Brabham Ave.,Jacksonville,NHRMC Physicans Group,Non Profit,910-376-3030,https://www.nhrmc.org/physician-group/locations/new-hanover-medical-group/new-hanover-medical-group-jacksonville,,"If you have think you have been exposed to COVID-19 or have symptoms of of fever, cough or shortness of breath, call your healthcare provider or N.C. Department of Health and Human Services COVID-19 Hotline at (866) 462-3821 for guidance. 

Before visiting any healthcare facility, you must call ahead so that they can plan safety precautions to prevent the spread of infection during your visit.",Open,,Yes,,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Onslow,molecular,Clinic
6325,Star Medical Primary and Urgent Care,461 Western Blvd. Suite 122,Jacksonville,,Private,910-333-0283,https://www.starmedicalclinic.com/,"Monday to Friday 8 am to 7 pm, Saturday 9 am to 6 pm",Call the office for an appointment,Open,Yes,Yes,No,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Onslow,molecular and antibody,Urgent Care
6326,Vidant Family Medicine -Jacksonville (Screening),2145 Country Club Road,Jacksonville,Vidant Health,,252-847-8000,https://www.vidanthealth.com/Locations/Facilities/Vidant-Family-Medicine-Jacksonville#,,"VIDANT ESTABLISHED A COVID-19 COMMUNITY RESOURCE LINE (252-847-8000) AVAILABLE FROM 8 A.M. TO 8 P.M., 7 DAYS A WEEK FOR GENERAL QUESTIONS RELATED TO COVID-19. ",Open,,Yes,,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Onslow,molecular,Clinic
6327,Wilmington Health,"1000 Brabham Avenue, Jacksonville, NC 28546",Jacksonville,,,(910)-341-3400,www.wilmingtonhealth.com/coronavirus-defense,Monday - Friday 8:00 a.m. - 5:00 p.m.,"Wilmington Health is now offering drive-through COVID-19 swab testing at our Open Air sites at our 1802 S. 17th Street, Porters Neck, and Jacksonville locations.",Open,Yes,Yes,No,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Onslow,molecular,Clinic
6328,Wilmington Health - Jacksonville,1000 Brabham Avenue,Jacksonville,,Private,910-341-3400,https://www.wilmingtonhealth.com/testing-capabilities,,"Patients must schedule a telehealth visit with one of our providers, and then a testing time will be scheduled",Open,Yes,Yes,No,screening and testing,Yes,Required,https://covid19.ncdhhs.gov/,NC,Onslow,molecular,Hospital
6329,IndyCare Health,"110 Boone Square St, Suite 29A",Hillsborough,IndyCare,Private,833-574-0906,https://www.telemed.indycarehealth.com,,Call or go online to book a tele-health appointment,Open,,Yes,,screening and testing,Yes,Required,https://covid19.ncdhhs.gov/,NC,Orange,molecular,Mobile
6330,Albemarle Regional Health Services - Pasquotank Co. Health Dept.,711 Roanoke Avenue,Elizabeth City,Albemarle Regional Health Services,,(252) 338-4400,https://www.arhs-nc.org/,,Please call for more information about COVID-19 testing.,Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Pasquotank,molecular,Clinic
6331,Albemarle Regional Health Services - Perquimans Co. Health Dept.,103 ARPDC Street,Hertford,Albemarle Regional Health Services,,(252) 426-2100,https://www.arhs-nc.org/,,Please call for more information about COVID-19 testing.,Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Perquimans,molecular,Clinic
